id,source_page,column,cer,cer_greedy,ref_len,n_sub,n_del,n_ins,has_numeral,has_abbrev_mark,ref,pred_greedy,pred_beam
column_1/line_017,page_0499_human,1,0.06451612903225806,0.06451612903225806,31,0,1,1,True,False,Յերեկոյին առաջին Աւետարան Մատթ.,Յերեկոյին առաջին Աւետարան Մտաթ.,Յերեկոյին առաջին Աւետարան Մտաթ.
column_1/line_022,page_0499_human,1,0.0625,0.0625,32,1,1,0,True,True,ման աւետարան Մարկ. ԺԱ. 12. Եւ ՚ի,ման աւետարան Մարկ. ժԱ. 12. Եւ ի,ման աւետարան Մարկ. ժԱ. 12. Եւ ի
column_1/line_024,page_0499_human,1,0.0625,0.0625,32,2,0,0,True,True,Երեքշաբաթ. ահ. գձ. Օգնական։ Հարց,Երեքշաբաթ. ահ. բ3. Օգնական։ Հարց,Երեքշաբաթ. ահ. բ3. Օգնական։ Հարց
column_1/line_001,page_0499_human,1,0.06060606060606061,0.06060606060606061,33,2,0,0,True,False,դձ. Որք տնկակիցք և Համբարձաւ տէրն,դ). Որք անկակիցք և Համբարձաւ տէրն,դ). Որք անկակիցք և Համբարձաւ տէրն
column_1/line_013,page_0499_human,1,0.058823529411764705,0.058823529411764705,34,1,0,1,True,False,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13 շը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. չը-,բ. Յովհ. Ա. 1. Յերիցուէ. վ. 13. չը-
column_2/line_014,page_0499_human,2,0.058823529411764705,0.058823529411764705,34,2,0,0,True,True,ընտրեալք։ Մեսեդի. Աստուած մեր յեր-,ընարեալք։ Մեսեղի. Աստուած մեր յեր-,ընարեալք։ Մեսեղի. Աստուած մեր յեր-
column_2/line_027,page_0499_human,2,0.058823529411764705,0.058823529411764705,34,1,1,0,True,True,Ձայնիւ։ Գործք. ԻԵ. 23. Եւ ՚ի վաղիւ,Չայնիւ։ Գործք. ԻԵ. 23. Եւ ի վաղիւ,Չայնիւ։ Գործք. ԻԵ. 23. Եւ ի վաղիւ
column_2/line_037,page_0499_human,2,0.058823529411764705,0.058823529411764705,34,2,0,0,True,True,հովուեսդ։ Հմբ. դձ. Որք տնկակիցք. և,հովուեսդ։ Հմը. դձ. Որք անկակիցք. և,հովուեսդ։ Հմը. դձ. Որք անկակիցք. և
column_2/line_008,page_0499_human,2,0.05555555555555555,0.05555555555555555,36,1,1,0,True,True,սուսի. վ. 7. ընկալեալ դատաստան։ Ալէ.,սուսի. վ. Դ ընկալեալ դատաստան։ Ալէ.,սուսի. վ. Դ ընկալեալ դատաստան։ Ալէ.
column_2/line_033,page_0499_human,2,0.05,0.05,20,0,1,0,True,True,15. եւ դուք առնիջիք։,15 եւ դուք առնիջիք։,15 եւ դուք առնիջիք։
column_1/line_042,page_0499_human,1,0.034482758620689655,0.034482758620689655,29,1,0,0,True,False,ձակման աւետարան Մարկ. ԺԱ. 27.,ձակման աւետարան Մարկ. ժԱ. 27.,ձակման աւետարան Մարկ. ժԱ. 27.
column_1/line_016,page_0499_human,1,0.03333333333333333,0.03333333333333333,30,0,1,0,True,True,մէն ամէն ասեմ. վ 26. հայրն իմ։,մէն ամէն ասեմ. վ 26 հայրն իմ։,մէն ամէն ասեմ. վ 26 հայրն իմ։
column_2/line_026,page_0499_human,2,0.03333333333333333,0.03333333333333333,30,1,0,0,True,True,Սաղ. ՃԼԹ. Ապրեցո։ Տէր կարդացի.,Սաղ. ՃԼԹ. Ապրեցո. Տէր կարդացի.,Սաղ. ՃԼԹ. Ապրեցո. Տէր կարդացի.
column_2/line_012,page_0499_human,2,0.03225806451612903,0.03225806451612903,31,0,0,1,True,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մտատթ.,Յերեկոյին առաջին աւետարան Մտատթ.
column_2/line_032,page_0499_human,2,0.03225806451612903,0.03225806451612903,31,1,0,0,True,False,Յովհ. ԺԳ. 1. Յառաջագոյն քան. վ.,Յովհ. ԺԴ. 1. Յառաջագոյն քան. վ.,Յովհ. ԺԴ. 1. Յառաջագոյն քան. վ.
column_1/line_011,page_0499_human,1,0.03125,0.03125,32,1,0,0,True,False,Եւ յետ հինգ աւուրց. վ. 20. խօսէր,Եւ յետ հինգ աւուրց. վ. 20. խոսէր,Եւ յետ հինգ աւուրց. վ. 20. խոսէր
column_2/line_007,page_0499_human,2,0.03125,0.03125,32,1,0,0,True,True,ձաւ։ Կաթ. Յուդա. Ա. 1. Յուդա յի-,ձաւ։ Կաթ. Յուդա. Ա. I. Յուդա յի-,ձաւ։ Կաթ. Յուդա. Ա. I. Յուդա յի-
column_2/line_016,page_0499_human,2,0.03125,0.03125,32,1,0,0,True,False,կիցք. և համբարձաւ տէրն մեր քրիս-,կիցք. և Համբարձաւ տէրն մեր քրիս-,կիցք. և Համբարձաւ տէրն մեր քրիս-
column_2/line_017,page_0499_human,2,0.03125,0.03125,32,1,0,0,True,True,տոս։ Արձակման աւետարան Մարկ. ԺԲ.,տոս։ Արձակման աւետարան Մարկ. ժԲ.,տոս։ Արձակման աւետարան Մարկ. ժԲ.
column_2/line_022,page_0499_human,2,0.03125,0.03125,32,1,0,0,True,True,տէր։ հարց դկ. Որ յառաջ։ Առաւօտու,տէր։ Հարց դկ. Որ յառաջ։ Առաւօտու,տէր։ Հարց դկ. Որ յառաջ։ Առաւօտու
column_1/line_005,page_0499_human,1,0.030303030303030304,0.030303030303030304,33,1,0,0,True,True,"Երկուշաբաթ. ահ, բկ. Փարաւոն։ Հարց","Երկուշաբաթ. ահ, բ4. Փարաւոն։ Հարց","Երկուշաբաթ. ահ, բ4. Փարաւոն։ Հարց"
column_1/line_007,page_0499_human,1,0.030303030303030304,0.030303030303030304,33,0,1,0,True,True,րան Ղուկ. Ի. 1. Եւ եղեւ ՚ի միում.,րան Ղուկ. Ի. 1. Եւ եղեւ ի միում.,րան Ղուկ. Ի. 1. Եւ եղեւ ի միում.
column_1/line_041,page_0499_human,1,0.030303030303030304,0.030303030303030304,33,1,0,0,False,True,և համբարձաւ տէրն մեր յերկինս։ Ար-,և Համբարձաւ տէրն մեր յերկինս։ Ար-,և Համբարձաւ տէրն մեր յերկինս։ Ար-
column_2/line_028,page_0499_human,2,0.030303030303030304,0.030303030303030304,33,0,1,0,True,True,անդր վ. ԻԶ. 32. բողոքել ՚ի կայսր.,անդր վ. ԻԶ. 32. բողոքել ի կայսր.,անդր վ. ԻԶ. 32. բողոքել ի կայսր.
column_2/line_031,page_0499_human,2,0.030303030303030304,0.030303030303030304,33,1,0,0,True,True,ԱԼէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան
column_2/line_038,page_0499_human,2,0.030303030303030304,0.030303030303030304,33,1,0,0,False,True,համբարձաւ տէրն մեր յերկ։ Արձակման,Համբարձաւ տէրն մեր յերկ։ Արձակման,Համբարձաւ տէրն մեր յերկ։ Արձակման
column_1/line_018,page_0499_human,1,0.029411764705882353,0.029411764705882353,34,0,1,0,True,False,ԻԱ. 18. Եւ այգուցն. վ. 32. հաւատալ,ԻԱ. 18. Եւ այգուցն. վ 32. հաւատալ,ԻԱ. 18. Եւ այգուցն. վ 32. հաւատալ
column_1/line_026,page_0499_human,1,0.029411764705882353,0.029411764705882353,34,0,1,0,True,False,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ Ի. 9. Սկսաւ ասել. վ. 19.
column_1/line_032,page_0499_human,1,0.029411764705882353,0.029411764705882353,34,0,1,0,True,True,Համբարձաւ։ Կաթ. դ. Յովհ. Ա. 1. Յե-,Համբարձաւ։ Կաթ. դ. Յովհ Ա. 1. Յե-,Համբարձաւ։ Կաթ. դ. Յովհ Ա. 1. Յե-
column_2/line_005,page_0499_human,2,0.029411764705882353,0.029411764705882353,34,0,1,0,True,False,Գործք. ԻԵ. 13. Իբրեւ անցին. վ. 22.,Գործք. ԻԵ. 13 Իբրեւ անցին. վ. 22.,Գործք. ԻԵ. 13 Իբրեւ անցին. վ. 22.
column_2/line_006,page_0499_human,2,0.029411764705882353,0.029411764705882353,34,0,1,0,True,True,՚ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-,ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-,ի վաղիւ լուիցես։ Սաղ. ԽԶ. Համբար-
column_2/line_047,page_0499_human,2,0.029411764705882353,0.029411764705882353,34,0,1,0,True,True,նմեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-,նեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-,նեմ։ Գործք. ԻԷ. 1. Իբրեւ հրամայե-
column_2/line_003,page_0499_human,2,0.02857142857142857,0.02857142857142857,35,1,0,0,True,True,շարական դձ. Իշխանութիւնք։ Սաղ. ՃԼԶ.,շարական դ). Իշխանութիւնք։ Սաղ. ՃԼԶ.,շարական դ). Իշխանութիւնք։ Սաղ. ՃԼԶ.
column_1/line_030,page_0499_human,1,0.027777777777777776,0.027777777777777776,36,0,1,0,True,True,ԻԴ. 27. Եւ ՚ի կատարիլ երկուց. վ. ԻԵ.,ԻԴ. 27. Եւ ի կատարիլ երկուց. վ. ԻԵ.,ԻԴ. 27. Եւ ի կատարիլ երկուց. վ. ԻԵ.
column_1/line_002,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,մեր յերկ։ Արձակման աւետարան Մարկ.,մեր յերկ։ Արձակման աւետարան Մարկ.,մեր յերկ։ Արձակման աւետարան Մարկ.
column_1/line_006,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,դկ. Որ զամենազօր։ Առաւօտու աւետա-,դկ. Որ զամենազօր։ Առաւօտու աւետա-,դկ. Որ զամենազօր։ Առաւօտու աւետա-
column_1/line_010,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.
column_1/line_012,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.,ընդ նմա։ Սաղ. ԽԶ. Համբարձաւ։ Կաթ.
column_1/line_014,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-,նորհք ընդ ձեզ։ Ալէ. սաղ. ԻԳ. Համ-
column_1/line_015,page_0499_human,1,0.0,0.0,32,0,0,0,True,True,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-,բարձէք։ Աւետարան Յովհ. ԺԲ. 24 Ա-
column_1/line_019,page_0499_human,1,0.0,0.0,32,0,0,0,True,True,"նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք","նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք","նմա։ Մեսեդի, Երգեցէք տեառն. Մտէք"
column_1/line_020,page_0499_human,1,0.0,0.0,31,0,0,0,True,True,առաջի։ Հմբ. դձ. Որք տնկակիցք. և,առաջի։ Հմբ. դձ. Որք տնկակիցք. և,առաջի։ Հմբ. դձ. Որք տնկակիցք. և
column_1/line_021,page_0499_human,1,0.0,0.0,34,0,0,0,False,True,Համբարձաւ տէրն մեր քրիստոս։ Արձակ-,Համբարձաւ տէրն մեր քրիստոս։ Արձակ-,Համբարձաւ տէրն մեր քրիստոս։ Արձակ-
column_1/line_023,page_0499_human,1,0.0,0.0,32,0,0,0,True,True,վաղիւ անդր. վ. 26. զյանցանս ձեր։,վաղիւ անդր. վ. 26. զյանցանս ձեր։,վաղիւ անդր. վ. 26. զյանցանս ձեր։
column_1/line_025,page_0499_human,1,0.0,0.0,32,0,0,0,True,True,դկ. Այսօր ցնծան։ Առաւօտու աւետա-,դկ. Այսօր ցնծան։ Առաւօտու աւետա-,դկ. Այսօր ցնծան։ Առաւօտու աւետա-
column_1/line_027,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,զառակն զայն։ Ճաշու շարական դկ. Որ,զառակն զայն։ Ճաշու շարական դկ. Որ,զառակն զայն։ Ճաշու շարական դկ. Որ
column_1/line_028,page_0499_human,1,0.0,0.0,32,0,0,0,True,True,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-,ողորմութեամբ։ Սաղ. ՃԼԴ. Աստ օրհ-
column_1/line_029,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.,նեցէք. Օրհնեցէք. Խոստովան։ Գործք.
column_1/line_031,page_0499_human,1,0.0,0.0,30,0,0,0,True,True,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.,12. առ կայսր երթիջիր։ Սաղ. ԽԶ.
column_1/line_033,page_0499_human,1,0.0,0.0,34,0,0,0,True,True,րիցուէ առ գայիոս. վ. 15. յանուանէ։,րիցուէ առ գայիոս. վ. 15. յանուանէ։,րիցուէ առ գայիոս. վ. 15. յանուանէ։
column_1/line_034,page_0499_human,1,0.0,0.0,33,0,0,0,True,True,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան,Ալէ. սաղ. ԻԳ. Համբարձէք։ Աւետարան
column_1/line_035,page_0499_human,1,0.0,0.0,36,0,0,0,True,False,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.,Յովհ. ԺԲ. 27. Բայց այժմ անձն. վ. 43.
column_1/line_037,page_0499_human,1,0.0,0.0,31,0,0,0,True,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
column_1/line_038,page_0499_human,1,0.0,0.0,33,0,0,0,True,False,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.,ԻԱ. 33. Այլ առակ լուարուք. վ. 46.
column_1/line_039,page_0499_human,1,0.0,0.0,34,0,0,0,True,True,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.,ունէին զնա։ Մեսեդ. Եկայք եւ տեսէք.
column_1/line_040,page_0499_human,1,0.0,0.0,35,0,0,0,True,True,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.,Աստուած մեր։ Հմբ. դձ. Որք տնկակիցք.
column_1/line_043,page_0499_human,1,0.0,0.0,33,0,0,0,True,False,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-,Գան միւսանգամ. վ. ԺԲ. 17. եւ զար-
column_1/line_045,page_0499_human,1,0.0,0.0,32,0,0,0,True,False,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-
column_1/line_046,page_0499_human,1,0.0,0.0,34,0,0,0,True,True,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-,ռըն։ Հարց դկ. Փառաւորեալ է։ Առաւօ-
column_2/line_001,page_0499_human,2,0.0,0.0,32,0,0,0,True,False,տու աւետարան Ղուկ. Ի. 20. Եւ ապա,տու աւետարան Ղուկ. Ի. 20. Եւ ապա,տու աւետարան Ղուկ. Ի. 20. Եւ ապա
column_2/line_002,page_0499_human,2,0.0,0.0,35,0,0,0,True,True,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու
column_2/line_004,page_0499_human,2,0.0,0.0,32,0,0,0,True,True,Առ գետս. Խոստովան. Տէր փորձեցեր։,Առ գետս. Խոստովան. Տէր փորձեցեր։,Առ գետս. Խոստովան. Տէր փորձեցեր։
column_2/line_009,page_0499_human,2,0.0,0.0,34,0,0,0,True,True,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.,սաղ. ԻԳ. Համբարձէք։ Աւետարան Յովհ.
column_2/line_010,page_0499_human,2,0.0,0.0,33,0,0,0,True,False,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.,ԺԲ. 44 Եւ յիսուս աղաղակէր. վ. 50.
column_2/line_013,page_0499_human,2,0.0,0.0,32,0,0,0,True,False,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.,ԻԲ. 1. Դարձեալ պատասխանի. վ. 14.
column_2/line_018,page_0499_human,2,0.0,0.0,33,0,0,0,True,False,17. Գան առ նա սադուկեցիքն. վ. 31.,17. Գան առ նա սադուկեցիքն. վ. 31.,17. Գան առ նա սադուկեցիքն. վ. 31.
column_2/line_023,page_0499_human,2,0.0,0.0,31,0,0,0,True,False,աւետարան Ղուկ. Ի. 28. Մատուցեալ,աւետարան Ղուկ. Ի. 28. Մատուցեալ,աւետարան Ղուկ. Ի. 28. Մատուցեալ
column_2/line_024,page_0499_human,2,0.0,0.0,32,0,0,0,True,True,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։
column_2/line_029,page_0499_human,2,0.0,0.0,34,0,0,0,True,False,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-,Կաթ. Յուդայ. Ա. 8. Ըստ նմին օրինա-
column_2/line_030,page_0499_human,2,0.0,0.0,33,0,0,0,True,True,կի. վ. 15. մեղաւորք եւ ամբարիշտք։,կի. վ. 15. մեղաւորք եւ ամբարիշտք։,կի. վ. 15. մեղաւորք եւ ամբարիշտք։
column_2/line_034,page_0499_human,2,0.0,0.0,31,0,0,0,True,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
column_2/line_035,page_0499_human,2,0.0,0.0,31,0,0,0,True,False,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.,ԻԲ. 16. Յայնժամ գնացեալ. վ. 46.
column_2/line_036,page_0499_human,2,0.0,0.0,30,0,0,0,True,True,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ,զնա եւ ոչ ինչ։ Մեսե. Եղիցի. Որ
column_2/line_039,page_0499_human,2,0.0,0.0,31,0,0,0,True,False,աւետարան Մարկ. ԺԲ. 35. Պատասխա-,աւետարան Մարկ. ԺԲ. 35. Պատասխա-,աւետարան Մարկ. ԺԲ. 35. Պատասխա-
column_2/line_040,page_0499_human,2,0.0,0.0,25,0,0,0,True,True,նի ետ. վ. 44. զկեանս իւր։,նի ետ. վ. 44. զկեանս իւր։,նի ետ. վ. 44. զկեանս իւր։
column_2/line_041,page_0499_human,2,0.0,0.0,30,0,0,0,True,True,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց,Ուրբաթ. ահ. դկ. Յաղթական։ Հարց
column_2/line_042,page_0499_human,2,0.0,0.0,32,0,0,0,True,True,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-,դկ. Անսկիզբն բանդ։ Առաւօտու աւե-
column_2/line_043,page_0499_human,2,0.0,0.0,34,0,0,0,True,False,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.
column_2/line_045,page_0499_human,2,0.0,0.0,34,0,0,0,True,False,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր
column_2/line_046,page_0499_human,2,0.0,0.0,33,0,0,0,True,False,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-,լուր աղօթ. Օրհնեալ տէր. Բարձր առ-
column_2/line_048,page_0499_human,2,0.0,0.0,32,0,0,0,True,True,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։,ցաւ. վ. ԻԸ. 16. պահապանաւ իւրով։
