id,column,ref_len,cer_baseline,cer_corrected,delta,applied,worse,ref,pred_beam,corrected
column_1/line_030,1,23,0.0435,0.0000,-0.0435,True,False,"վրդեան քոյ, եւ ծածկեցեր","վբրդեան քոյ, եւ ծածկեցեր","վրդեան քոյ, եւ ծածկեցեր"
column_1/line_031,1,20,0.0000,0.0000,0.0000,False,False,զամենայն մեղըս նոցա։,զամենայն մեղըս նոցա։,զամենայն մեղըս նոցա։
column_1/line_032,1,21,0.0000,0.0000,0.0000,False,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
column_1/line_033,1,22,0.0000,0.0455,0.0455,True,True,եւ միշտ. Ալէլուա. ալէ.,եւ միշտ. Ալէլուա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.
column_2/line_001,2,24,0.0000,0.0000,0.0000,False,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
column_2/line_002,2,21,0.0000,0.0000,0.0000,False,False,Յարեաւ աստուած եւ ցը-,Յարեաւ աստուած եւ ցը-,Յարեաւ աստուած եւ ցը-
column_2/line_004,2,23,0.0000,0.0000,0.0000,False,False,րուեցան ամենայն թշնամիք,րուեցան ամենայն թշնամիք,րուեցան ամենայն թշնամիք
column_2/line_006,2,23,0.0000,0.0000,0.0000,False,False,նորա։ Փախեան ատելիք նո-,նորա։ Փախեան ատելիք նո-,նորա։ Փախեան ատելիք նո-
column_2/line_007,2,16,0.0000,0.0000,0.0000,False,False,րա յերեսաց նորա։,րա յերեսաց նորա։,րա յերեսաց նորա։
column_2/line_008,2,24,0.0000,0.0000,0.0000,False,False,"Ալէ. Տէր թագաւորեաց, վա-","Ալէ. Տէր թագաւորեաց, վա-","Ալէ. Տէր թագաւորեաց, վա-"
column_2/line_010,2,24,0.0000,0.0000,0.0000,False,False,յելչութիւն ըզգեցաւ։ Զգե-,յելչութիւն ըզգեցաւ։ Զգե-,յելչութիւն ըզգեցաւ։ Զգե-
column_2/line_012,2,21,0.0000,0.0000,0.0000,False,False,ցաւ տէր զօրութիւն ընդ,ցաւ տէր զօրութիւն ընդ,ցաւ տէր զօրութիւն ընդ
column_2/line_013,2,12,0.0000,0.0000,0.0000,False,False,մէջ իւր էած։,մէջ իւր էած։,մէջ իւր էած։
column_2/line_014,2,21,0.0000,0.0000,0.0000,False,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
column_2/line_015,2,23,0.0000,0.0000,0.0000,False,False,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.
column_2/line_018,2,24,0.0000,0.0000,0.0000,False,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
column_2/line_019,2,23,0.0000,0.1304,0.1304,True,True,"Հաճեցար, տէր, ընդ երկիր","Հաճեցար, տէր, ընդ երկիր","Հաճեցար, տէր, զ երկիր"
column_2/line_020,2,24,0.0000,0.0000,0.0000,False,False,"քո, եւ դարձուցեր զգերու-","քո, եւ դարձուցեր զգերու-","քո, եւ դարձուցեր զգերու-"
column_2/line_021,2,23,0.0000,0.0000,0.0000,False,False,թիւն յակոբայ։ Թողեր զա-,թիւն յակոբայ։ Թողեր զա-,թիւն յակոբայ։ Թողեր զա-
column_2/line_022,2,22,0.0000,0.0000,0.0000,False,False,նիրաւութիւն ժողովրդեան,նիրաւութիւն ժողովրդեան,նիրաւութիւն ժողովրդեան
column_2/line_023,2,24,0.0000,0.0000,0.0000,False,False,"քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն"
column_2/line_024,2,11,0.0000,0.0000,0.0000,False,False,մեղըս նոցա։,մեղըս նոցա։,մեղըս նոցա։
column_2/line_026,2,24,0.0000,0.0000,0.0000,False,False,"Ալէ. Օրհնեցէք, մանկունք,","Ալէ. Օրհնեցէք, մանկունք,","Ալէ. Օրհնեցէք, մանկունք,"
column_2/line_027,2,24,0.0000,0.0000,0.0000,False,False,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն
column_2/line_028,2,23,0.0000,0.0000,0.0000,False,False,տեառն։ Եղիցի անուն տեա-,տեառն։ Եղիցի անուն տեա-,տեառն։ Եղիցի անուն տեա-
column_2/line_029,2,23,0.0000,0.0000,0.0000,False,False,ռըն օրհնեալ՝ յայսմ հետէ,ռըն օրհնեալ՝ յայսմ հետէ,ռըն օրհնեալ՝ յայսմ հետէ
column_2/line_030,2,16,0.0000,0.0000,0.0000,False,False,մինչեւ յաւիտեան։,մինչեւ յաւիտեան։,մինչեւ յաւիտեան։
column_2/line_031,2,21,0.0000,0.0000,0.0000,False,False,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ,Փառք եւ երկրպագ. այժմ
column_2/line_032,2,23,0.0000,0.0000,0.0000,False,False,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.
column_2/line_035,2,24,0.0000,0.0000,0.0000,False,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
column_2/line_036,2,22,0.0000,0.0000,0.0000,False,False,"Տէր թագաւորեաց, վայել-","Տէր թագաւորեաց, վայել-","Տէր թագաւորեաց, վայել-"
column_2/line_037,2,23,0.0000,0.0000,0.0000,False,False,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ
column_2/line_038,2,21,0.0000,0.0000,0.0000,False,False,տէր զօրութիւն ընդ մէջ,տէր զօրութիւն ընդ մէջ,տէր զօրութիւն ընդ մէջ
column_2/line_039,2,8,0.0000,0.0000,0.0000,False,False,իւր էած։,իւր էած։,իւր էած։
