id,source_page,column,cer,cer_greedy,ref_len,n_sub,n_del,n_ins,has_numeral,has_abbrev_mark,ref,pred_greedy,pred_beam
line_012,page_0499,,0.0,0.0,33,0,0,0,True,True,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.
line_013,page_0300,,0.0,0.0,22,0,0,0,True,True,բանն աստըւած. աղաչեմք։,բանն աստըւած. աղաչեմք։,բանն աստըւած. աղաչեմք։
line_015,page_0251,,0.0,0.0,22,0,0,0,False,False,ցրուեցան ամենայն թշնա-,ցրուեցան ամենայն թշնա-,ցրուեցան ամենայն թշնա-
line_017,page_0335,,0.0,0.0,24,0,0,0,True,False,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-
line_018,page_0300,,0.0,0.0,23,0,0,0,False,False,"սացըն, տէր, որք ճգնեցան","սացըն, տէր, որք ճգնեցան","սացըն, տէր, որք ճգնեցան"
line_020,page_0543,,0.0,0.0,33,0,0,0,True,True,"աստուած, ըստ պատշաճի աւուրն։ Սաղ.","աստուած, ըստ պատշաճի աւուրն։ Սաղ.","աստուած, ըստ պատշաճի աւուրն։ Սաղ."
line_021,page_0200,,0.0,0.0,14,0,0,0,False,True,որդիս մարդկան։,որդիս մարդկան։,որդիս մարդկան։
line_022,page_0543,,0.0,0.0,33,0,0,0,True,True,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։,նեայ։ Ալէ. Երգեցէք տեառն երգ նոր։
line_024,page_0499,,0.0,0.0,32,0,0,0,True,False,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-
line_026,page_0451,,0.0,0.0,23,0,0,0,False,False,կըրպագութիւն անբաժանելի,կըրպագութիւն անբաժանելի,կըրպագութիւն անբաժանելի
line_027,page_0451,,0.0,0.0,25,0,0,0,False,False,"կուսանաց, և ամենայն սրբոց","կուսանաց, և ամենայն սրբոց","կուսանաց, և ամենայն սրբոց"
line_028,page_0300,,0.0,0.0,23,0,0,0,True,False,կաւոր պիտոյից մերոց. ա-,կաւոր պիտոյից մերոց. ա-,կաւոր պիտոյից մերոց. ա-
line_029,page_0451,,0.0,0.0,21,0,0,0,True,True,արքայութիւնդ. և ողոր։,արքայութիւնդ. և ողոր։,արքայութիւնդ. և ողոր։
line_030,page_0251,,0.0,0.0,24,0,0,0,True,False,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն
line_031,page_0335,,0.0,0.0,15,0,0,0,False,True,առ քեզ դարձցին։,առ քեզ դարձցին։,առ քեզ դարձցին։
line_032,page_0251,,0.0,0.0,24,0,0,0,True,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
line_034,page_0543,,0.0,0.0,36,0,0,0,True,False,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.,րան Ղուկ. ԺԱ. 33. Ոչ ուրուք լուցեալ.
line_035,page_0543,,0.0,0.0,30,0,0,0,True,False,Առակ. ԺԱ. 30. Ի պտղոյ արդարու-,Առակ. ԺԱ. 30. Ի պտղոյ արդարու-,Առակ. ԺԱ. 30. Ի պտղոյ արդարու-
line_036,page_0200,,0.0,0.0,19,0,0,0,False,True,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։
line_037,page_0543,,0.0,0.0,34,0,0,0,True,True,"րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-","րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-","րոզ, Սուրբ զաստուածածինն. Կեցո։ Ա-"
line_039,page_0559,,0.0,0.0,12,0,0,0,False,True,Ընդ կանայսն։,Ընդ կանայսն։,Ընդ կանայսն։
line_040,page_0251,,0.0,0.0,22,0,0,0,True,False,Ալէ. Յարեաւ աստուած եւ,Ալէ. Յարեաւ աստուած եւ,Ալէ. Յարեաւ աստուած եւ
line_041,page_0559,,0.0,0.0,26,0,0,0,False,True,"նորոց, յայտից եւ անյայտից։","նորոց, յայտից եւ անյայտից։","նորոց, յայտից եւ անյայտից։"
line_043,page_0251,,0.0,0.0,23,0,0,0,False,False,"Ծափս հարէք, ամենայն հե-","Ծափս հարէք, ամենայն հե-","Ծափս հարէք, ամենայն հե-"
line_044,page_0051,,0.0,0.0,11,0,0,0,False,True,տաց կորիցէ։,տաց կորիցէ։,տաց կորիցէ։
line_045,page_0335,,0.0,0.0,19,0,0,0,False,False,յորժամ ուխտից պատա-,յորժամ ուխտից պատա-,յորժամ ուխտից պատա-
line_047,page_0499,,0.0,0.0,34,0,0,0,True,False,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր
line_048,page_0451,,0.0,0.0,22,0,0,0,False,False,"Ամենողորմ տէր, ողորմեա","Ամենողորմ տէր, ողորմեա","Ամենողորմ տէր, ողորմեա"
line_049,page_0200,,0.0,0.0,26,0,0,0,False,False,Խոստովան եղիցին երկինք ըս-,Խոստովան եղիցին երկինք ըս-,Խոստովան եղիցին երկինք ըս-
line_055,page_0200,,0.0,0.0,25,0,0,0,False,False,զուր ինչ ստեղծեր զամենայն,զուր ինչ ստեղծեր զամենայն,զուր ինչ ստեղծեր զամենայն
line_059,page_0451,,0.0,0.0,24,0,0,0,False,False,"տէր, ընկալ զաղաչանս մեր,","տէր, ընկալ զաղաչանս մեր,","տէր, ընկալ զաղաչանս մեր,"
line_061,page_0200,,0.0,0.0,22,0,0,0,False,False,Եղիցի հաստատութիւն ընդ,Եղիցի հաստատութիւն ընդ,Եղիցի հաստատութիւն ընդ
line_064,page_0251,,0.0,0.0,24,0,0,0,False,False,"քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն"
line_065,page_0543,,0.0,0.0,33,0,0,0,True,False,Մարգարէ Զաքար. Բ. 10. Խնդա եւ ու-,Մարգարէ Զաքար. Բ. 10. Խնդա եւ ու-,Մարգարէ Զաքար. Բ. 10. Խնդա եւ ու-
line_068,page_0051,,0.0,0.0,25,0,0,0,False,False,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին
line_069,page_0200,,0.0,0.0,23,0,0,0,False,False,Ասացեր թէ աշխարհս ողոր-,Ասացեր թէ աշխարհս ողոր-,Ասացեր թէ աշխարհս ողոր-
line_071,page_0251,,0.0,0.0,24,0,0,0,True,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
line_073,page_0559,,0.0,0.0,8,0,0,0,False,True,նոխակալ։,նոխակալ։,նոխակալ։
line_077,page_0251,,0.0,0.0,23,0,0,0,False,True,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ
line_081,page_0335,,0.0,0.0,23,0,0,0,False,False,զհոգի խոնարհ աստուած ոչ,զհոգի խոնարհ աստուած ոչ,զհոգի խոնարհ աստուած ոչ
line_084,page_0300,,0.0,0.0,23,0,0,0,False,False,Աղաչանօք սրբոց մարտիրո-,Աղաչանօք սրբոց մարտիրո-,Աղաչանօք սրբոց մարտիրո-
line_086,page_0543,,0.0,0.0,33,0,0,0,True,True,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-
line_091,page_0451,,0.0,0.0,24,0,0,0,True,True,ւիտեանս յաւիտենից. ամէն։,ւիտեանս յաւիտենից. ամէն։,ւիտեանս յաւիտենից. ամէն։
line_096,page_0543,,0.0,0.0,32,0,0,0,True,True,խոստովանեալ։ Շարական գկ. Ծառ կե-,խոստովանեալ։ Շարական գկ. Ծառ կե-,խոստովանեալ։ Շարական գկ. Ծառ կե-
line_097,page_0559,,0.0,0.0,24,0,0,0,False,True,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։
line_099,page_0300,,0.0,0.0,25,0,0,0,True,False,շարժ ըզխաղաղութիւն. և պա-,շարժ ըզխաղաղութիւն. և պա-,շարժ ըզխաղաղութիւն. և պա-
line_100,page_0051,,0.0,0.0,23,0,0,0,False,False,"տես զուղղութիւն, զի գոն","տես զուղղութիւն, զի գոն","տես զուղղութիւն, զի գոն"
