id,source_page,column,cer,cer_greedy,ref_len,n_sub,n_del,n_ins,has_numeral,has_abbrev_mark,ref,pred_greedy,pred_beam
column_2/line_004,page_0400,2,0.04,0.04,25,0,0,1,False,True,ուղղոց վայելէ օրհնութիւն։,ուղղոց վայել է օրհնութիւն։,ուղղոց վայել է օրհնութիւն։
column_1/line_001,page_0400,1,0.0,0.0,26,0,0,0,False,False,"մարդոյ, զոր զօրացուցեր ըզ-","մարդոյ, զոր զօրացուցեր ըզ-","մարդոյ, զոր զօրացուցեր ըզ-"
column_1/line_002,page_0400,1,0.0,0.0,10,0,0,0,False,True,նա ՚ի քեզ։,նա ՚ի քեզ։,նա ՚ի քեզ։
column_1/line_004,page_0400,1,0.0,0.0,25,0,0,0,False,False,"յեաց, որ առաջնորդես որպէս","յեաց, որ առաջնորդես որպէս","յեաց, որ առաջնորդես որպէս"
column_1/line_006,page_0400,1,0.0,0.0,20,0,0,0,False,False,Աստուած աստուծոց տէր,Աստուած աստուծոց տէր,Աստուած աստուծոց տէր
column_1/line_007,page_0400,1,0.0,0.0,25,0,0,0,False,True,"խօսեցաւ, և կոչեաց զերկիր։","խօսեցաւ, և կոչեաց զերկիր։","խօսեցաւ, և կոչեաց զերկիր։"
column_1/line_008,page_0400,1,0.0,0.0,22,0,0,0,False,False,Յելիցն արեգական մինչեւ,Յելիցն արեգական մինչեւ,Յելիցն արեգական մինչեւ
column_1/line_011,page_0400,1,0.0,0.0,21,0,0,0,False,False,Օրհնեալ որ գաս յանուն,Օրհնեալ որ գաս յանուն,Օրհնեալ որ գաս յանուն
column_1/line_013,page_0400,1,0.0,0.0,22,0,0,0,False,False,Տէր աստուած մեր երեւե-,Տէր աստուած մեր երեւե-,Տէր աստուած մեր երեւե-
column_1/line_014,page_0400,1,0.0,0.0,24,0,0,0,True,False,ցաւ մեզ. արարէք տօնս ու-,ցաւ մեզ. արարէք տօնս ու-,ցաւ մեզ. արարէք տօնս ու-
column_1/line_015,page_0400,1,0.0,0.0,22,0,0,0,False,False,"րախութեան կանխաւ, մին-","րախութեան կանխաւ, մին-","րախութեան կանխաւ, մին-"
column_1/line_016,page_0400,1,0.0,0.0,21,0,0,0,False,True,չեւ յանկիւնս սեղանոյ։,չեւ յանկիւնս սեղանոյ։,չեւ յանկիւնս սեղանոյ։
column_1/line_017,page_0400,1,0.0,0.0,10,0,0,0,False,True,Եկեղեցւոյ։,Եկեղեցւոյ։,Եկեղեցւոյ։
column_1/line_018,page_0400,1,0.0,0.0,24,0,0,0,False,False,Աստ օրհնեցէք ամենայն ծա-,Աստ օրհնեցէք ամենայն ծա-,Աստ օրհնեցէք ամենայն ծա-
column_1/line_019,page_0400,1,0.0,0.0,16,0,0,0,False,True,ռայք տեառն զտէր։,ռայք տեառն զտէր։,ռայք տեառն զտէր։
column_1/line_020,page_0400,1,0.0,0.0,25,0,0,0,False,True,"Ո կայք ՚ի տան տեառն, և ՚ի","Ո կայք ՚ի տան տեառն, և ՚ի","Ո կայք ՚ի տան տեառն, և ՚ի"
column_1/line_021,page_0400,1,0.0,0.0,22,0,0,0,False,True,գաւիթս աստուծոյ մերոյ։,գաւիթս աստուծոյ մերոյ։,գաւիթս աստուծոյ մերոյ։
column_1/line_024,page_0400,1,0.0,0.0,24,0,0,0,False,False,"շան, զի ապրեսցին յերեսաց","շան, զի ապրեսցին յերեսաց","շան, զի ապրեսցին յերեսաց"
column_1/line_025,page_0400,1,0.0,0.0,7,0,0,0,False,True,աղեղան։,աղեղան։,աղեղան։
column_1/line_027,page_0400,1,0.0,0.0,24,0,0,0,False,True,կեցո աջով քո և լուր մեզ։,կեցո աջով քո և լուր մեզ։,կեցո աջով քո և լուր մեզ։
column_1/line_028,page_0400,1,0.0,0.0,10,0,0,0,False,True,Կիրակամտի։,Կիրակամտի։,Կիրակամտի։
column_1/line_029,page_0400,1,0.0,0.0,25,0,0,0,False,True,Սիրեցի՝ զի լուիցէ տէր ըզ-,Սիրեցի՝ զի լուիցէ տէր ըզ-,Սիրեցի՝ զի լուիցէ տէր ըզ-
column_1/line_030,page_0400,1,0.0,0.0,17,0,0,0,False,True,ձայն աղօթից իմոց։,ձայն աղօթից իմոց։,ձայն աղօթից իմոց։
column_1/line_031,page_0400,1,0.0,0.0,25,0,0,0,False,False,Զի խոնարհեցոյց զունկն իւր,Զի խոնարհեցոյց զունկն իւր,Զի խոնարհեցոյց զունկն իւր
column_1/line_032,page_0400,1,0.0,0.0,23,0,0,0,False,False,"առ իս, եւ ես յաւուրս իմ","առ իս, եւ ես յաւուրս իմ","առ իս, եւ ես յաւուրս իմ"
column_1/line_033,page_0400,1,0.0,0.0,14,0,0,0,False,True,կարդացի առ նա։,կարդացի առ նա։,կարդացի առ նա։
column_1/line_034,page_0400,1,0.0,0.0,11,0,0,0,False,True,Մարտիրոսաց։,Մարտիրոսաց։,Մարտիրոսաց։
column_1/line_035,page_0400,1,0.0,0.0,26,0,0,0,False,False,"Եղիցի ողորմութիւն քո, տէր,","Եղիցի ողորմութիւն քո, տէր,","Եղիցի ողորմութիւն քո, տէր,"
column_2/line_001,page_0400,2,0.0,0.0,24,0,0,0,True,True,՚ի վերայ մեր. որպէս յու-,՚ի վերայ մեր. որպէս յու-,՚ի վերայ մեր. որպէս յու-
column_2/line_002,page_0400,2,0.0,0.0,13,0,0,0,False,True,սացաք ՚ի քեզ։,սացաք ՚ի քեզ։,սացաք ՚ի քեզ։
column_2/line_005,page_0400,2,0.0,0.0,28,0,0,0,False,False,"Տէր սիրէ զիրաւունս, և ոչ ընդ","Տէր սիրէ զիրաւունս, և ոչ ընդ","Տէր սիրէ զիրաւունս, և ոչ ընդ"
column_2/line_006,page_0400,2,0.0,0.0,25,0,0,0,False,True,վայր հարկանէ զսուրբս իւր։,վայր հարկանէ զսուրբս իւր։,վայր հարկանէ զսուրբս իւր։
column_2/line_008,page_0400,2,0.0,0.0,25,0,0,0,True,True,նէ է. վերակացու է նոցա ՚ի,նէ է. վերակացու է նոցա ՚ի,նէ է. վերակացու է նոցա ՚ի
column_2/line_009,page_0400,2,0.0,0.0,19,0,0,0,False,True,ժամանակս նեղութեան։,ժամանակս նեղութեան։,ժամանակս նեղութեան։
column_2/line_010,page_0400,2,0.0,0.0,25,0,0,0,False,True,Սքանչելի է աստուած ՚ի վե-,Սքանչելի է աստուած ՚ի վե-,Սքանչելի է աստուած ՚ի վե-
column_2/line_011,page_0400,2,0.0,0.0,24,0,0,0,False,False,"րայ սրբոց իւրոց, աստուած","րայ սրբոց իւրոց, աստուած","րայ սրբոց իւրոց, աստուած"
column_2/line_012,page_0400,2,0.0,0.0,9,0,0,0,False,True,իսրայելի։,իսրայելի։,իսրայելի։
column_2/line_013,page_0400,2,0.0,0.0,25,0,0,0,False,False,"Տէր աստուած օրհնեալ, օրհ-","Տէր աստուած օրհնեալ, օրհ-","Տէր աստուած օրհնեալ, օրհ-"
column_2/line_014,page_0400,2,0.0,0.0,22,0,0,0,False,True,նեալ է տէր զօրհանապազ։,նեալ է տէր զօրհանապազ։,նեալ է տէր զօրհանապազ։
column_2/line_015,page_0400,2,0.0,0.0,23,0,0,0,False,True,Օգնութիւն ինձ ՚ի տեառնէ,Օգնութիւն ինձ ՚ի տեառնէ,Օգնութիւն ինձ ՚ի տեառնէ
column_2/line_016,page_0400,2,0.0,0.0,23,0,0,0,False,False,"եկեսցէ, որ արար զերկինս","եկեսցէ, որ արար զերկինս","եկեսցէ, որ արար զերկինս"
column_2/line_017,page_0400,2,0.0,0.0,10,0,0,0,False,True,եւ զերկիր։,եւ զերկիր։,եւ զերկիր։
column_2/line_018,page_0400,2,0.0,0.0,27,0,0,0,False,True,"Համբարձի զաչս իմ ՚ի լերինս,","Համբարձի զաչս իմ ՚ի լերինս,","Համբարձի զաչս իմ ՚ի լերինս,"
column_2/line_019,page_0400,2,0.0,0.0,23,0,0,0,False,False,ուստի եկեսցէ ինձ օգնու-,ուստի եկեսցէ ինձ օգնու-,ուստի եկեսցէ ինձ օգնու-
column_2/line_020,page_0400,2,0.0,0.0,5,0,0,0,False,True,թիւն։,թիւն։,թիւն։
column_2/line_021,page_0400,2,0.0,0.0,20,0,0,0,False,False,Աստուած փառաւորեալ է,Աստուած փառաւորեալ է,Աստուած փառաւորեալ է
column_2/line_022,page_0400,2,0.0,0.0,25,0,0,0,False,True,"՚ի խորհուրդս սրբոց իւրոց,","՚ի խորհուրդս սրբոց իւրոց,","՚ի խորհուրդս սրբոց իւրոց,"
column_2/line_023,page_0400,2,0.0,0.0,25,0,0,0,False,True,մեծ և ահաւոր ՚ի վերայ այ-,մեծ և ահաւոր ՚ի վերայ այ-,մեծ և ահաւոր ՚ի վերայ այ-
column_2/line_024,page_0400,2,0.0,0.0,27,0,0,0,False,True,"նոցիկ, որք շուրջ են զնովաւ։","նոցիկ, որք շուրջ են զնովաւ։","նոցիկ, որք շուրջ են զնովաւ։"
column_2/line_026,page_0400,2,0.0,0.0,23,0,0,0,False,False,"սքանչելեաց քոց, տէր, եւ","սքանչելեաց քոց, տէր, եւ","սքանչելեաց քոց, տէր, եւ"
column_2/line_027,page_0400,2,0.0,0.08695652173913043,23,0,0,0,False,False,ճշմարտութիւն քո յեկեղե-,ճշմարոռթիւն քո յեկեղե-,ճշմարտութիւն քո յեկեղե-
column_2/line_028,page_0400,2,0.0,0.0,10,0,0,0,False,True,ցիս սրբոց։,ցիս սրբոց։,ցիս սրբոց։
column_2/line_029,page_0400,2,0.0,0.0,25,0,0,0,False,False,"Սիրեցից զքեզ, տէր, զօրու-","Սիրեցից զքեզ, տէր, զօրու-","Սիրեցից զքեզ, տէր, զօրու-"
column_2/line_030,page_0400,2,0.0,0.0,21,0,0,0,True,False,թիւն իմ. տէր հաստատիչ,թիւն իմ. տէր հաստատիչ,թիւն իմ. տէր հաստատիչ
column_2/line_031,page_0400,2,0.0,0.0,25,0,0,0,False,True,"իմ, ապաւէն իմ և փրկիչ իմ։","իմ, ապաւէն իմ և փրկիչ իմ։","իմ, ապաւէն իմ և փրկիչ իմ։"
column_2/line_032,page_0400,2,0.0,0.0,22,0,0,0,False,False,"Աստուած օգնական իմ, եւ","Աստուած օգնական իմ, եւ","Աստուած օգնական իմ, եւ"
column_2/line_033,page_0400,2,0.0,0.0,23,0,0,0,True,True,ես յուսամ ՚ի նա. ապաւէն,ես յուսամ ՚ի նա. ապաւէն,ես յուսամ ՚ի նա. ապաւէն
column_2/line_034,page_0400,2,0.0,0.0,22,0,0,0,False,False,իմ եղջիւր փրկութեան ի-,իմ եղջիւր փրկութեան ի-,իմ եղջիւր փրկութեան ի-
column_2/line_035,page_0400,2,0.0,0.0,20,0,0,0,False,True,մոյ՝ ընդունելի իմ է։,մոյ՝ ընդունելի իմ է։,մոյ՝ ընդունելի իմ է։
column_2/line_036,page_0400,2,0.0,0.0,23,0,0,0,False,False,Մերձ է տէր առ ամենեսեան,Մերձ է տէր առ ամենեսեան,Մերձ է տէր առ ամենեսեան
