id,source_page,column,cer,cer_greedy,ref_len,n_sub,n_del,n_ins,has_numeral,has_abbrev_mark,ref,pred_greedy,pred_beam
line_035,page_0543,,0.06666666666666667,0.06666666666666667,30,1,0,1,True,False,Առակ. ԺԱ. 30. Ի պտղոյ արդարու-,Առակ .ժԺԱ. 30. Ի պտղոյ արդարու-,Առակ .ժԺԱ. 30. Ի պտղոյ արդարու-
line_024,page_0499,,0.0625,0.0625,32,1,0,1,True,False,Չորեքշաբաթ. ահ. գկ. Երգեցէք տեա-,Չորեքշաբաթ. ահ. գ1. Երգեցէք տհեա-,Չորեքշաբաթ. ահ. գ1. Երգեցէք տհեա-
line_012,page_0499,,0.06060606060606061,0.06060606060606061,33,0,1,1,True,True,Յիշեա տէր. Զի բարի։ Գործք. ԻԴ. 1.,Յիշեա տէր. Զի բարի։ Գործք . ԻԴ 1.,Յիշեա տէր. Զի բարի։ Գործք . ԻԴ 1.
line_009,page_0543,,0.058823529411764705,0.058823529411764705,34,1,0,1,False,True,րակէի հանդիպիցի՝ Նորաստեղծեալ։ Քա-,րակէի հանդիպիցի՝ Նորաստեղծեալ 3 Քա-,րակէի հանդիպիցի՝ Նորաստեղծեալ 3 Քա-
line_010,page_0559,,0.058823529411764705,0.058823529411764705,34,1,1,0,True,False,21. Շբ. ԳՁ. Տօն Ընծայման սուրբ Աս-,21. Շբ ԳԶ. Տօն Ընծայման սուրբ Աս-,21. Շբ ԳԶ. Տօն Ընծայման սուրբ Աս-
line_062,page_0251,,0.043478260869565216,0.043478260869565216,23,0,0,1,False,False,ղեր զանիրաւութիւն ժողո-,ղե՛ր զանիրաւութիւն ժողո-,ղե՛ր զանիրաւութիւն ժողո-
line_098,page_0051,,0.041666666666666664,0.041666666666666664,24,1,0,0,False,True,բժշկութիւն մարմնոյ իմոյ։,բժչկութիւն մարմնոյ իմոյ։,բժչկութիւն մարմնոյ իմոյ։
line_033,page_0451,,0.04,0.04,25,1,0,0,False,False,"վկային, եւ սրբոյն գրիգորի","վկային, եւ սրբոյն դրիգորի","վկային, եւ սրբոյն դրիգորի"
line_023,page_0300,,0.038461538461538464,0.038461538461538464,26,1,0,0,True,False,ժողովելոցս. եւ շնորհեա մե-,ժողովելոցս. եւ շնորհեա ժե-,ժողովելոցս. եւ շնորհեա ժե-
line_088,page_0559,,0.03333333333333333,0.03333333333333333,30,1,0,0,True,False,9. Դշ. ԴՁ. Պահոց. Տօն Յղութեան,9. Դշ. ԴՉ. Պահոց. Տօն Յղութեան,9. Դշ. ԴՉ. Պահոց. Տօն Յղութեան
line_020,page_0543,,0.030303030303030304,0.030303030303030304,33,0,1,0,True,True,"աստուած, ըստ պատշաճի աւուրն։ Սաղ.","աստուած, ըստ պատշաճի աւուրն։ Սաղ","աստուած, ըստ պատշաճի աւուրն։ Սաղ"
line_047,page_0499,,0.029411764705882353,0.029411764705882353,34,0,0,1,True,False,դկ. Որ ողորմութեամբ. սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ . սաղ. ՃԽԲ. Տէր,դկ. Որ ողորմութեամբ . սաղ. ՃԽԲ. Տէր
line_002,page_0300,,0.0,0.0,25,0,0,0,False,False,լցումն լինիլ ամենայն հար-,լցումն լինիլ ամենայն հար-,լցումն լինիլ ամենայն հար-
line_008,page_0543,,0.0,0.0,33,0,0,0,True,False,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչդեռ,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչդեռ,Աւետարան Ղուկ. ԺԱ. 27. Եւ մինչդեռ
line_017,page_0335,,0.0,0.0,24,0,0,0,True,False,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-,կեր քո. գլուխըն ոտից խո-
line_030,page_0251,,0.0,0.0,24,0,0,0,True,False,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն,զտէր. և օրհնեցէք զանունն
line_036,page_0200,,0.0,0.0,19,0,0,0,False,True,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։,ազինք երանիցեն նմա։
line_043,page_0251,,0.0,0.0,23,0,0,0,False,False,"Ծափս հարէք, ամենայն հե-","Ծափս հարէք, ամենայն հե-","Ծափս հարէք, ամենայն հե-"
line_050,page_0451,,0.0,0.0,6,0,0,0,False,True,Աղօթք։,Աղօթք։,Աղօթք։
line_053,page_0499,,0.0,0.0,34,0,0,0,True,False,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.,րան Ղուկ. Ի. 9. Սկսաւ ասել. վ. 19.
line_064,page_0251,,0.0,0.0,24,0,0,0,False,False,"քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն","քոյ, և ծածկեցեր զամենայն"
line_067,page_0559,,0.0,0.0,9,0,0,0,False,False,Հոկտեմբեր,Հոկտեմբեր,Հոկտեմբեր
line_068,page_0051,,0.0,0.0,25,0,0,0,False,False,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին,րէին զանձն իմ ոյք խորհէին
line_077,page_0251,,0.0,0.0,23,0,0,0,False,True,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ,չութիւն ըզգեցաւ։ Զգեցաւ
line_079,page_0051,,0.0,0.0,21,0,0,0,False,True,Տունք լը։ Գոբղայս լը։,Տունք լը։ Գոբղայս լը։,Տունք լը։ Գոբղայս լը։
line_086,page_0543,,0.0,0.0,33,0,0,0,True,True,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-,րախ լեր. վ. 13. սրբոց իւրոց։ Մար-
line_097,page_0559,,0.0,0.0,24,0,0,0,False,True,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։,տէր աստուած հարցն մերոց։
